ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,CDD0,CDD10,CLRSKY_SFC_SW_DWN,HDD18_3,T2M,Date,site_id
6.18,4.26,6.25,7.75,0.0,4.37,10.55,7.04,2018-10-18,14
7.14,3.01,6.19,9.08,0.0,-999.0,9.22,9.51,2018-10-19,14
7.99,2.48,6.13,13.33,3.33,-999.0,4.97,13.1,2018-10-20,14
6.66,3.61,6.07,5.82,0.0,-999.0,12.48,6.9,2018-10-21,14
6.62,4.01,6.01,6.19,0.0,4.09,12.11,6.31,2018-10-22,14
7.11,3.92,5.95,11.84,1.84,4.03,6.46,11.02,2018-10-23,14
6.36,3.58,5.89,8.17,0.0,-999.0,10.13,7.49,2018-10-24,14
6.39,3.92,5.84,6.1,0.0,3.99,12.2,5.8,2018-10-25,14
7.68,1.46,5.78,5.75,0.0,-999.0,12.55,6.26,2018-10-26,14
8.12,1.38,5.72,8.98,0.0,-999.0,9.32,9.08,2018-10-27,14
8.15,1.88,5.66,9.08,0.0,-999.0,9.22,8.67,2018-10-28,14
7.46,2.05,5.61,9.66,0.0,-999.0,8.64,9.81,2018-10-29,14
6.22,3.72,5.55,8.92,0.0,3.72,9.38,8.11,2018-10-30,14
7.4,3.35,5.49,11.49,1.49,-999.0,6.81,11.75,2018-10-31,14
8.6,2.16,5.44,16.13,6.13,-999.0,2.17,15.82,2018-11-01,14
9.51,0.78,5.38,19.31,9.31,-999.0,0.0,18.92,2018-11-02,14
7.14,3.33,5.33,11.31,1.31,-999.0,6.99,11.28,2018-11-03,14
6.67,3.51,5.27,7.72,0.0,3.53,10.58,7.16,2018-11-04,14
8.12,0.71,5.22,9.97,0.0,-999.0,8.33,10.67,2018-11-05,14
8.3,1.03,5.17,14.87,4.87,-999.0,3.43,13.7,2018-11-06,14
7.41,2.91,5.11,11.85,1.85,3.31,6.45,11.72,2018-11-07,14
6.79,3.28,5.06,8.77,0.0,3.33,9.53,8.24,2018-11-08,14
8.04,0.69,5.01,7.69,0.0,-999.0,10.61,8.08,2018-11-09,14
5.9,3.33,4.96,3.2,0.0,3.37,15.1,3.51,2018-11-10,14
5.37,3.31,4.91,1.82,0.0,3.31,16.48,1.21,2018-11-11,14
7.03,2.15,4.86,3.87,0.0,-999.0,14.43,4.1,2018-11-12,14
8.08,0.88,4.81,6.61,0.0,-999.0,11.69,6.87,2018-11-13,14
6.28,2.52,4.76,2.04,0.0,-999.0,16.26,2.23,2018-11-14,14
6.86,-999.0,-999.0,1.46,0.0,-999.0,16.84,0.44,2018-11-15,14
6.55,2.57,4.67,2.7,0.0,-999.0,15.6,2.51,2018-11-16,14
6.66,2.39,4.63,3.6,0.0,-999.0,14.7,2.46,2018-11-17,14
6.66,1.83,4.58,3.68,0.0,-999.0,14.62,3.28,2018-11-18,14
7.29,2.19,4.54,6.59,0.0,-999.0,11.71,6.04,2018-11-19,14
7.18,1.76,4.5,5.26,0.0,-999.0,13.04,5.74,2018-11-20,14
6.01,2.68,4.46,2.96,0.0,2.86,15.34,2.68,2018-11-21,14
4.88,2.92,4.42,0.0,0.0,2.93,22.07,-4.15,2018-11-22,14
5.65,2.61,4.38,0.0,0.0,2.82,21.65,-3.64,2018-11-23,14
7.16,0.66,4.34,3.11,0.0,-999.0,15.19,3.98,2018-11-24,14
6.64,2.54,4.3,7.57,0.0,2.71,10.73,6.33,2018-11-25,14
7.68,0.57,4.27,7.9,0.0,-999.0,10.4,7.96,2018-11-26,14
6.7,1.45,4.23,2.73,0.0,-999.0,15.57,2.63,2018-11-27,14
6.44,1.93,4.2,1.34,0.0,-999.0,16.96,0.71,2018-11-28,14
5.74,2.56,4.17,1.9,0.0,2.7,16.4,0.79,2018-11-29,14
7.58,1.4,4.14,2.42,0.0,-999.0,15.88,2.4,2018-11-30,14
7.29,1.59,4.11,2.97,0.0,-999.0,15.33,3.41,2018-12-01,14
8.52,0.96,4.08,11.65,1.65,-999.0,6.65,11.85,2018-12-02,14
6.69,2.58,4.05,7.81,0.0,-999.0,10.49,8.88,2018-12-03,14
5.97,1.78,4.03,0.76,0.0,-999.0,17.54,1.42,2018-12-04,14
5.8,0.95,4.0,0.0,0.0,-999.0,20.33,-2.31,2018-12-05,14
6.27,1.81,3.98,0.36,0.0,-999.0,17.94,0.18,2018-12-06,14
5.3,2.61,3.96,0.0,0.0,2.66,18.63,-0.34,2018-12-07,14
5.39,2.45,3.94,0.0,0.0,-999.0,19.37,-1.89,2018-12-08,14
6.61,0.73,3.92,0.0,0.0,-999.0,19.48,-1.53,2018-12-09,14
5.49,2.34,3.9,0.0,0.0,-999.0,19.36,-1.67,2018-12-10,14
5.22,2.58,3.89,0.0,0.0,2.6,19.0,-1.74,2018-12-11,14
6.34,2.45,3.87,0.71,0.0,-999.0,17.59,0.45,2018-12-12,14
7.12,1.55,3.86,3.81,0.0,-999.0,14.49,2.33,2018-12-13,14
7.78,0.8,3.85,5.07,0.0,-999.0,13.23,5.23,2018-12-14,14
8.4,0.48,3.84,8.28,0.0,-999.0,10.02,7.85,2018-12-15,14
7.69,0.38,3.83,4.81,0.0,-999.0,13.49,5.11,2018-12-16,14
6.66,2.11,3.82,4.58,0.0,2.49,13.72,3.34,2018-12-17,14
5.47,2.55,3.82,0.39,0.0,2.55,17.91,0.1,2018-12-18,14
5.8,1.91,3.81,1.58,0.0,-999.0,16.72,0.3,2018-12-19,14
7.63,0.27,3.81,5.57,0.0,-999.0,12.73,4.2,2018-12-20,14
8.53,1.01,3.81,13.26,3.26,-999.0,5.04,13.33,2018-12-21,14
7.45,1.45,3.81,5.29,0.0,-999.0,13.01,5.08,2018-12-22,14
6.36,2.45,3.81,2.0,0.0,2.47,16.3,1.9,2018-12-23,14
6.68,1.53,3.82,2.56,0.0,-999.0,15.74,2.63,2018-12-24,14
5.86,1.97,3.82,0.76,0.0,2.48,17.54,0.07,2018-12-25,14
5.48,2.49,3.83,1.34,0.0,2.49,16.96,0.16,2018-12-26,14
6.37,2.31,3.84,2.73,0.0,2.45,15.57,2.22,2018-12-27,14
8.46,0.43,3.85,9.51,0.0,-999.0,8.79,10.43,2018-12-28,14
6.59,2.49,3.86,4.61,0.0,2.52,13.69,6.08,2018-12-29,14
6.26,2.2,3.87,3.12,0.0,2.49,15.18,2.43,2018-12-30,14
7.62,0.56,3.88,4.4,0.0,-999.0,13.9,4.63,2018-12-31,14
7.53,1.53,3.9,8.52,0.0,-999.0,9.78,9.82,2019-01-01,14
6.77,1.2,3.71,0.0,0.0,-999.0,19.85,-1.69,2016-01-01,15
6.45,0.98,3.73,0.0,0.0,-999.0,19.88,-2.11,2016-01-02,15
6.45,0.5,3.75,0.0,0.0,-999.0,19.1,-1.43,2016-01-03,15
5.33,2.21,3.77,0.0,0.0,-999.0,25.36,-5.59,2016-01-04,15
4.1,2.67,3.79,0.0,0.0,2.67,25.9,-8.69,2016-01-05,15
4.99,2.62,3.81,0.0,0.0,2.63,21.41,-3.65,2016-01-06,15
5.03,2.64,3.84,0.26,0.0,2.64,18.04,-0.85,2016-01-07,15
6.47,0.82,3.86,0.11,0.0,-999.0,18.19,0.38,2016-01-08,15
6.99,2.13,3.89,5.64,0.0,2.51,12.66,3.96,2016-01-09,15
7.3,1.13,3.92,0.02,0.0,-999.0,18.28,1.12,2016-01-10,15
5.3,2.57,3.95,0.0,0.0,-999.0,25.81,-7.54,2016-01-11,15
6.4,0.8,3.98,0.0,0.0,-999.0,24.01,-5.25,2016-01-12,15
5.36,2.08,4.01,0.0,0.0,2.78,28.39,-10.01,2016-01-13,15
5.82,2.17,4.05,0.0,0.0,2.66,19.74,-0.94,2016-01-14,15
6.79,1.38,4.08,2.84,0.0,-999.0,15.46,2.12,2016-01-15,15
7.02,0.54,4.12,0.0,0.0,-999.0,19.24,-0.02,2016-01-16,15
6.28,0.78,4.16,0.0,0.0,-999.0,23.73,-3.36,2016-01-17,15
4.73,1.75,4.19,0.0,0.0,-999.0,30.84,-12.68,2016-01-18,15
4.69,1.94,4.23,0.0,0.0,-999.0,29.84,-11.83,2016-01-19,15
5.56,1.69,4.28,0.0,0.0,-999.0,27.77,-9.81,2016-01-20,15
5.69,1.52,4.32,0.0,0.0,-999.0,26.65,-8.92,2016-01-21,15
5.85,0.71,4.36,0.0,0.0,-999.0,27.05,-8.57,2016-01-22,15
5.91,0.8,4.41,0.0,0.0,-999.0,25.49,-7.47,2016-01-23,15
5.75,1.86,4.45,0.0,0.0,-999.0,26.8,-9.43,2016-01-24,15
5.72,2.51,4.5,0.0,0.0,-999.0,22.77,-3.89,2016-01-25,15
7.17,0.99,-999.0,1.88,0.0,-999.0,16.42,1.72,2016-01-26,15
6.12,1.11,4.59,0.0,0.0,-999.0,21.58,-2.75,2016-01-27,15
5.87,2.76,4.64,0.0,0.0,3.15,21.05,-2.92,2016-01-28,15
6.26,1.26,4.69,0.0,0.0,-999.0,22.93,-3.66,2016-01-29,15
5.9,3.1,4.74,0.0,0.0,3.19,19.04,-0.45,2016-01-30,15
7.44,2.91,4.8,8.25,0.0,3.16,10.05,7.82,2016-01-31,15
7.03,1.39,4.85,3.69,0.0,-999.0,14.61,4.84,2016-02-01,15
6.35,3.07,4.9,2.51,0.0,3.27,15.79,2.39,2016-02-02,15
7.94,1.29,4.96,8.47,0.0,-999.0,9.83,9.21,2016-02-03,15
7.2,1.02,5.01,0.8,0.0,-999.0,17.5,0.46,2016-02-04,15
5.99,2.99,5.07,0.0,0.0,-999.0,19.84,-2.45,2016-02-05,15
5.33,3.55,5.12,0.72,0.0,3.55,17.58,-0.53,2016-02-06,15
5.7,3.54,5.18,2.13,0.0,3.56,16.17,0.95,2016-02-07,15
6.61,2.06,5.24,2.3,0.0,-999.0,16.0,0.77,2016-02-08,15
6.81,1.12,5.3,0.0,0.0,-999.0,20.95,-2.37,2016-02-09,15
6.09,1.45,5.35,0.0,0.0,-999.0,25.17,-6.59,2016-02-10,15
5.21,1.98,5.41,0.0,0.0,-999.0,28.56,-9.88,2016-02-11,15
5.34,1.51,5.47,0.0,0.0,-999.0,28.18,-9.23,2016-02-12,15
4.73,1.97,5.53,0.0,0.0,-999.0,30.52,-12.85,2016-02-13,15
4.98,3.03,5.59,0.0,0.0,-999.0,29.82,-11.46,2016-02-14,15
6.72,0.43,5.65,0.0,0.0,-999.0,22.78,-3.88,2016-02-15,15
6.92,0.91,5.72,0.0,0.0,-999.0,19.98,-1.13,2016-02-16,15
6.35,0.85,5.78,0.0,0.0,-999.0,22.67,-3.74,2016-02-17,15
4.64,3.89,5.84,0.0,0.0,4.32,28.04,-9.7,2016-02-18,15
6.92,3.02,5.9,0.0,0.0,-999.0,19.79,-1.01,2016-02-19,15
6.58,4.24,5.96,8.86,0.0,4.24,9.44,8.16,2016-02-20,15
6.09,4.21,6.03,4.52,0.0,4.22,13.78,4.47,2016-02-21,15
5.61,4.38,6.09,3.55,0.0,4.38,14.75,2.17,2016-02-22,15
6.71,4.08,6.15,4.17,0.0,-999.0,14.13,3.49,2016-02-23,15
7.68,3.51,6.21,7.2,0.0,-999.0,11.1,6.09,2016-02-24,15
7.08,1.14,6.28,0.63,0.0,-999.0,17.67,0.14,2016-02-25,15
6.48,2.83,6.34,0.0,0.0,-999.0,21.86,-3.7,2016-02-26,15
6.08,4.16,6.41,0.0,0.0,-999.0,18.65,-0.85,2016-02-27,15
5.91,4.73,6.48,5.98,0.0,4.73,12.32,5.86,2016-02-28,15
7.1,1.6,6.56,4.2,0.0,-999.0,14.1,5.65,2016-02-29,15
7.04,3.55,6.63,6.69,0.0,-999.0,11.61,6.65,2016-03-01,15
6.33,1.41,6.71,0.0,0.0,-999.0,20.51,-3.56,2016-03-02,15
6.1,2.04,6.78,0.0,0.0,-999.0,20.04,-2.02,2016-03-03,15
6.8,1.13,6.86,0.0,0.0,-999.0,18.33,-0.52,2016-03-04,15
7.11,2.5,6.93,0.95,0.0,-999.0,17.35,0.29,2016-03-05,15
6.84,2.31,7.01,2.09,0.0,-999.0,16.21,0.92,2016-03-06,15
6.74,4.82,7.08,6.71,0.0,4.88,11.59,6.03,2016-03-07,15
7.78,3.82,7.15,12.21,2.21,-999.0,6.09,11.19,2016-03-08,15
7.59,4.54,7.23,13.38,3.38,4.97,4.92,12.61,2016-03-09,15
8.71,0.72,7.3,13.95,3.95,-999.0,4.35,13.68,2016-03-10,15
6.77,4.94,7.37,7.82,0.0,-999.0,10.48,8.11,2016-03-11,15
7.6,3.47,7.45,9.56,0.0,-999.0,8.74,10.6,2016-03-12,15
8.13,1.49,7.52,10.4,0.4,-999.0,7.9,9.92,2016-03-13,15
8.09,3.63,7.59,12.93,2.93,-999.0,5.37,11.8,2016-03-14,15
8.14,1.9,7.66,12.31,2.31,-999.0,5.99,11.26,2016-03-15,15
7.59,3.09,7.74,11.99,1.99,-999.0,6.31,11.62,2016-03-16,15
6.9,3.94,7.81,7.82,0.0,-999.0,10.48,7.94,2016-03-17,15
6.18,4.55,7.88,5.69,0.0,-999.0,12.61,5.12,2016-03-18,15
6.8,2.16,7.95,1.67,0.0,-999.0,16.63,1.32,2016-03-19,15
7.0,1.21,8.02,2.38,0.0,-999.0,15.92,1.5,2016-03-20,15
6.28,2.77,8.09,0.0,0.0,-999.0,18.51,-0.22,2016-03-21,15
6.36,5.69,8.15,4.81,0.0,5.77,13.49,5.36,2016-03-22,15
7.17,5.32,8.22,11.66,1.66,-999.0,6.64,10.68,2016-03-23,15
8.05,4.87,8.29,13.6,3.6,-999.0,4.7,13.95,2016-03-24,15
7.54,1.12,8.35,5.72,0.0,-999.0,12.58,6.57,2016-03-25,15
5.84,6.18,8.42,5.39,0.0,6.21,12.91,5.0,2016-03-26,15
7.06,5.95,8.49,12.09,2.09,5.99,6.21,11.85,2016-03-27,15
7.77,0.7,8.55,7.01,0.0,-999.0,11.29,8.0,2016-03-28,15
5.84,6.09,8.61,3.96,0.0,6.39,14.34,3.8,2016-03-29,15
6.32,6.06,8.68,6.93,0.0,6.26,11.37,7.93,2016-03-30,15
8.4,1.89,8.74,13.55,3.55,-999.0,4.75,14.04,2016-03-31,15
7.93,4.06,8.8,12.02,2.02,-999.0,6.28,13.34,2016-04-01,15
6.78,5.23,8.86,4.76,0.0,-999.0,13.54,5.47,2016-04-02,15
6.02,5.64,8.92,0.83,0.0,6.46,17.47,0.92,2016-04-03,15
7.46,1.38,8.98,2.89,0.0,-999.0,15.41,4.73,2016-04-04,15
4.96,6.69,9.04,0.0,0.0,6.76,18.39,-0.97,2016-04-05,15
6.69,4.79,9.1,4.0,0.0,-999.0,14.3,4.67,2016-04-06,15
7.36,2.21,9.16,4.66,0.0,-999.0,13.64,5.84,2016-04-07,15
6.88,3.8,9.21,3.15,0.0,-999.0,15.15,2.21,2016-04-08,15
6.1,2.51,9.27,0.0,0.0,-999.0,20.99,-1.61,2016-04-09,15
6.9,2.16,9.32,0.03,0.0,-999.0,18.27,0.83,2016-04-10,15
8.37,2.01,9.38,10.27,0.27,-999.0,8.03,10.43,2016-04-11,15
6.31,6.06,9.44,4.42,0.0,-999.0,13.88,4.9,2016-04-12,15
5.64,6.91,9.5,4.72,0.0,7.0,13.58,4.45,2016-04-13,15
5.98,7.0,9.57,8.64,0.0,7.0,9.66,8.16,2016-04-14,15
6.14,7.05,9.63,10.58,0.58,7.05,7.72,10.29,2016-04-15,15
6.58,7.0,9.69,11.88,1.88,7.0,6.42,12.12,2016-04-16,15
6.88,7.02,9.75,15.29,5.29,7.02,3.01,15.0,2016-04-17,15
7.0,7.07,9.81,16.63,6.63,7.15,1.67,16.33,2016-04-18,15
7.08,6.03,9.87,13.93,3.93,-999.0,4.37,13.45,2016-04-19,15
6.55,7.18,9.93,12.97,2.97,7.28,5.33,12.58,2016-04-20,15
8.47,2.62,9.98,14.61,4.61,-999.0,3.69,14.67,2016-04-21,15
8.63,2.89,10.04,15.59,5.59,-999.0,2.71,14.92,2016-04-22,15
7.29,5.73,10.09,9.93,0.0,-999.0,8.37,11.0,2016-04-23,15
6.43,7.31,10.14,10.58,0.58,7.34,7.72,11.5,2016-04-24,15
7.72,6.39,10.2,14.65,4.65,-999.0,3.65,15.54,2016-04-25,15
8.51,4.65,10.25,16.68,6.68,-999.0,1.62,17.66,2016-04-26,15
8.25,4.09,10.3,13.61,3.61,-999.0,4.69,13.09,2016-04-27,15
8.31,1.31,10.35,13.25,3.25,-999.0,5.05,12.25,2016-04-28,15
8.06,1.81,10.4,10.86,0.86,-999.0,7.44,10.47,2016-04-29,15
8.16,4.67,10.44,12.61,2.61,-999.0,5.69,12.19,2016-04-30,15
8.84,3.69,10.49,16.11,6.11,-999.0,2.19,15.85,2016-05-01,15
8.54,5.11,10.53,15.49,5.49,-999.0,2.81,15.4,2016-05-02,15
7.7,6.37,10.58,12.82,2.82,-999.0,5.48,11.79,2016-05-03,15
8.06,3.81,10.62,11.9,1.9,-999.0,6.4,11.53,2016-05-04,15
8.1,3.71,10.66,11.57,1.57,-999.0,6.73,11.05,2016-05-05,15
8.1,3.47,10.7,11.89,1.89,-999.0,6.41,11.49,2016-05-06,15
7.98,6.15,10.74,14.08,4.08,7.48,4.22,13.82,2016-05-07,15
6.97,7.3,10.78,12.16,2.16,-999.0,6.14,11.96,2016-05-08,15
7.78,2.32,10.82,11.33,1.33,-999.0,6.97,11.13,2016-05-09,15
8.56,2.56,10.86,15.41,5.41,-999.0,2.89,14.21,2016-05-10,15
8.44,3.74,10.9,17.06,7.06,-999.0,1.24,16.6,2016-05-11,15
8.61,6.06,10.93,18.14,8.14,7.43,0.16,17.99,2016-05-12,15
8.21,5.28,10.97,14.98,4.98,-999.0,3.32,15.83,2016-05-13,15
7.72,2.07,11.0,9.74,0.0,-999.0,8.56,10.35,2016-05-14,15
7.1,4.28,11.03,5.5,0.0,-999.0,12.8,5.44,2016-05-15,15
6.36,7.96,11.06,7.58,0.0,8.01,10.72,8.33,2016-05-16,15
8.19,3.35,11.09,11.44,1.44,-999.0,6.86,11.32,2016-05-17,15
7.96,2.7,11.12,10.63,0.63,-999.0,7.67,10.78,2016-05-18,15
6.82,7.0,11.15,12.58,2.58,-999.0,5.72,12.21,2016-05-19,15
7.56,6.6,11.18,13.12,3.12,-999.0,5.18,13.97,2016-05-20,15
8.58,1.66,11.21,12.1,2.1,-999.0,6.2,12.45,2016-05-21,15
8.1,2.9,11.23,11.56,1.56,-999.0,6.74,11.34,2016-05-22,15
7.89,6.86,11.26,15.23,5.23,-999.0,3.07,15.35,2016-05-23,15
7.53,7.38,11.28,16.83,6.83,7.97,1.47,16.87,2016-05-24,15
7.91,7.55,11.3,18.33,8.33,-999.0,0.0,18.9,2016-05-25,15
9.06,5.22,11.32,21.0,11.0,-999.0,0.0,20.56,2016-05-26,15
9.15,7.02,11.34,22.93,12.93,-999.0,0.0,22.58,2016-05-27,15
9.21,7.21,11.36,23.31,13.31,-999.0,0.0,23.72,2016-05-28,15
9.43,2.76,11.38,21.53,11.53,-999.0,0.0,21.57,2016-05-29,15
8.7,6.72,11.4,20.66,10.66,-999.0,0.0,21.0,2016-05-30,15
8.64,6.75,11.42,22.23,12.23,-999.0,0.0,22.37,2016-05-31,15
8.8,7.35,11.43,22.41,12.41,7.95,0.0,22.7,2016-06-01,15
9.52,4.99,11.45,21.79,11.79,-999.0,0.0,21.37,2016-06-02,15
9.42,6.17,11.46,22.41,12.41,-999.0,0.0,22.64,2016-06-03,15
9.66,3.58,11.48,21.88,11.88,-999.0,0.0,21.7,2016-06-04,15
9.19,1.41,11.49,19.63,9.63,-999.0,0.0,20.0,2016-06-05,15
8.81,5.66,11.5,19.9,9.9,-999.0,0.0,19.74,2016-06-06,15
8.4,5.21,11.51,16.69,6.69,-999.0,1.61,17.4,2016-06-07,15
7.72,5.56,11.52,12.95,2.95,-999.0,5.35,12.98,2016-06-08,15
7.39,8.05,11.53,14.15,4.15,8.19,4.15,14.51,2016-06-09,15
8.47,7.28,11.54,18.56,8.56,-999.0,0.0,18.95,2016-06-10,15
9.33,6.94,11.54,23.33,13.33,-999.0,0.0,24.08,2016-06-11,15
7.59,8.21,11.55,18.18,8.18,8.33,0.12,20.72,2016-06-12,15
7.89,7.81,11.56,16.26,6.26,8.17,2.04,16.7,2016-06-13,15
7.74,8.15,11.56,19.07,9.07,8.27,0.0,18.9,2016-06-14,15
9.09,7.34,11.57,22.11,12.11,-999.0,0.0,21.67,2016-06-15,15
9.76,3.01,11.57,23.97,13.97,-999.0,0.0,23.04,2016-06-16,15
8.48,7.73,11.57,22.01,12.01,8.15,0.0,21.23,2016-06-17,15
7.98,7.9,11.57,21.78,11.78,-999.0,0.0,22.34,2016-06-18,15
8.39,7.47,11.57,22.25,12.25,-999.0,0.0,22.16,2016-06-19,15
8.95,7.08,11.57,22.34,12.34,-999.0,0.0,23.37,2016-06-20,15
8.97,6.57,11.57,22.86,12.86,8.03,0.0,23.52,2016-06-21,15
8.43,5.59,11.57,20.23,10.23,-999.0,0.0,20.81,2016-06-22,15
9.63,1.89,11.56,22.66,12.66,-999.0,0.0,21.54,2016-06-23,15
9.08,6.35,11.56,21.93,11.93,-999.0,0.0,21.97,2016-06-24,15
8.59,6.93,11.55,22.9,12.9,-999.0,0.0,23.17,2016-06-25,15
8.83,7.59,11.55,24.11,14.11,-999.0,0.0,24.27,2016-06-26,15
9.25,5.93,11.54,23.83,13.83,-999.0,0.0,23.54,2016-06-27,15
8.83,6.55,11.53,22.97,12.97,-999.0,0.0,23.01,2016-06-28,15
8.22,4.05,11.52,19.06,9.06,-999.0,0.0,19.08,2016-06-29,15
7.91,7.24,11.52,20.51,10.51,-999.0,0.0,20.57,2016-06-30,15
8.68,5.15,11.5,21.36,11.36,-999.0,0.0,20.43,2016-07-01,15
7.82,5.27,11.49,16.89,6.89,-999.0,1.41,17.24,2016-07-02,15
8.5,4.57,11.48,18.83,8.83,-999.0,0.0,18.76,2016-07-03,15
9.42,2.66,11.47,20.06,10.06,-999.0,0.0,20.16,2016-07-04,15
9.73,5.07,11.46,24.74,14.74,-999.0,0.0,24.03,2016-07-05,15
9.36,6.68,11.44,25.06,15.06,-999.0,0.0,24.67,2016-07-06,15
9.7,4.85,11.43,25.99,15.99,-999.0,0.0,25.06,2016-07-07,15
9.79,4.98,11.41,25.26,15.26,-999.0,0.0,24.44,2016-07-08,15
9.16,5.87,11.39,23.33,13.33,-999.0,0.0,23.96,2016-07-09,15
8.18,7.32,11.38,22.34,12.34,8.03,0.0,22.03,2016-07-10,15
8.5,7.36,11.36,22.86,12.86,-999.0,0.0,23.47,2016-07-11,15
9.2,7.57,11.34,25.32,15.32,7.73,0.0,25.86,2016-07-12,15
9.77,5.92,11.32,26.75,16.75,-999.0,0.0,26.33,2016-07-13,15
9.4,7.29,11.3,27.27,17.27,-999.0,0.0,25.97,2016-07-14,15
9.08,6.62,11.27,26.1,16.1,-999.0,0.0,25.23,2016-07-15,15
8.95,5.65,11.25,24.1,14.1,-999.0,0.0,23.3,2016-07-16,15
8.76,7.22,11.23,23.87,13.87,-999.0,0.0,24.12,2016-07-17,15
9.32,5.95,11.2,24.81,14.81,-999.0,0.0,24.21,2016-07-18,15
8.59,6.81,11.18,24.89,14.89,7.74,0.0,24.49,2016-07-19,15
7.82,7.43,11.15,22.93,12.93,-999.0,0.0,23.11,2016-07-20,15
8.4,7.65,11.12,24.77,14.77,7.77,0.0,25.28,2016-07-21,15
9.42,4.43,11.09,25.04,15.04,-999.0,0.0,25.34,2016-07-22,15
9.55,6.52,11.06,28.11,18.11,-999.0,0.0,27.53,2016-07-23,15
9.48,6.73,11.03,26.35,16.35,-999.0,0.0,26.12,2016-07-24,15
9.98,5.77,11.0,27.12,17.12,-999.0,0.0,26.58,2016-07-25,15
9.29,6.64,10.97,26.16,16.16,-999.0,0.0,25.93,2016-07-26,15
9.09,7.22,10.94,26.46,16.46,7.45,0.0,26.82,2016-07-27,15
9.69,0.89,10.9,24.07,14.07,-999.0,0.0,23.26,2016-07-28,15
9.34,6.36,10.87,24.76,14.76,-999.0,0.0,24.75,2016-07-29,15
9.62,2.28,10.83,22.65,12.65,-999.0,0.0,22.68,2016-07-30,15
9.29,6.36,10.79,24.21,14.21,-999.0,0.0,23.88,2016-07-31,15
9.21,6.17,10.76,24.83,14.83,-999.0,0.0,24.44,2016-08-01,15
8.71,6.99,10.72,25.26,15.26,-999.0,0.0,25.26,2016-08-02,15
9.08,6.24,10.68,25.05,15.05,-999.0,0.0,24.87,2016-08-03,15
9.53,4.89,10.64,24.11,14.11,-999.0,0.0,23.63,2016-08-04,15
9.54,5.72,10.6,25.39,15.39,-999.0,0.0,25.13,2016-08-05,15
9.01,6.21,10.55,23.97,13.97,-999.0,0.0,24.12,2016-08-06,15
8.6,6.19,10.51,22.75,12.75,-999.0,0.0,22.96,2016-08-07,15
8.75,5.82,10.47,24.19,14.19,-999.0,0.0,23.34,2016-08-08,15
9.58,5.73,10.42,24.63,14.63,-999.0,0.0,24.78,2016-08-09,15
10.31,5.37,10.38,27.02,17.02,-999.0,0.0,26.59,2016-08-10,15
10.26,5.4,10.33,27.94,17.94,-999.0,0.0,27.36,2016-08-11,15
10.07,5.75,10.28,28.15,18.15,-999.0,0.0,27.72,2016-08-12,15
10.13,4.85,10.23,28.47,18.47,-999.0,0.0,28.11,2016-08-13,15
9.93,3.09,10.18,24.95,14.95,-999.0,0.0,24.59,2016-08-14,15
9.76,3.57,10.13,24.57,14.57,-999.0,0.0,24.08,2016-08-15,15
10.06,5.64,10.08,26.67,16.67,-999.0,0.0,25.84,2016-08-16,15
9.87,2.15,10.03,23.38,13.38,-999.0,0.0,23.0,2016-08-17,15
8.98,5.82,9.98,24.69,14.69,-999.0,0.0,23.99,2016-08-18,15
9.1,5.5,9.92,23.88,13.88,-999.0,0.0,24.12,2016-08-19,15
9.48,5.75,9.87,25.08,15.08,-999.0,0.0,24.93,2016-08-20,15
9.24,2.77,9.81,21.31,11.31,-999.0,0.0,21.55,2016-08-21,15
8.18,5.4,9.76,20.5,10.5,-999.0,0.0,20.56,2016-08-22,15
8.12,5.91,9.7,21.68,11.68,-999.0,0.0,21.9,2016-08-23,15
8.79,6.26,9.64,22.92,12.92,-999.0,0.0,23.18,2016-08-24,15
9.82,5.36,9.58,25.29,15.29,-999.0,0.0,25.12,2016-08-25,15
9.53,5.48,9.52,26.2,16.2,6.39,0.0,26.02,2016-08-26,15
9.17,5.93,9.46,26.2,16.2,-999.0,0.0,26.04,2016-08-27,15
9.69,5.12,9.4,26.78,16.78,-999.0,0.0,26.42,2016-08-28,15
8.85,5.97,9.33,25.01,15.01,6.32,0.0,24.5,2016-08-29,15
8.29,6.32,9.27,23.64,13.64,6.37,0.0,23.75,2016-08-30,15
9.57,2.69,9.22,23.29,13.29,-999.0,0.0,22.97,2016-08-31,15
8.52,5.52,9.16,21.2,11.2,-999.0,0.0,21.05,2016-09-01,15
7.87,5.28,9.11,19.22,9.22,-999.0,0.0,18.85,2016-09-02,15
7.73,5.9,9.05,19.62,9.62,-999.0,0.0,19.16,2016-09-03,15
7.54,6.41,9.0,20.65,10.65,6.41,0.0,20.21,2016-09-04,15
7.83,6.33,8.94,22.38,12.38,6.33,0.0,22.06,2016-09-05,15
8.81,5.57,8.88,24.04,14.04,6.13,0.0,23.71,2016-09-06,15
10.0,4.4,8.82,25.73,15.73,-999.0,0.0,25.47,2016-09-07,15
9.95,4.68,8.77,26.96,16.96,-999.0,0.0,26.2,2016-09-08,15
10.21,2.77,8.71,24.41,14.41,-999.0,0.0,23.84,2016-09-09,15
9.58,5.7,8.65,26.67,16.67,5.83,0.0,26.16,2016-09-10,15
8.34,4.81,8.59,19.61,9.61,-999.0,0.0,19.23,2016-09-11,15
