ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,CDD0,CDD10,CLRSKY_SFC_SW_DWN,HDD18_3,T2M,Date,site_id
7.53,5.93,8.52,19.71,9.71,5.99,0.0,19.49,2016-09-12,15
7.99,5.71,8.46,22.66,12.66,5.86,0.0,22.3,2016-09-13,15
8.59,3.98,8.4,22.27,12.27,5.69,0.0,21.5,2016-09-14,15
8.05,4.87,8.34,20.03,10.03,-999.0,0.0,19.51,2016-09-15,15
8.83,4.46,8.27,21.96,11.96,-999.0,0.0,21.45,2016-09-16,15
9.56,2.57,8.21,23.56,13.56,-999.0,0.0,23.15,2016-09-17,15
9.53,1.56,8.14,22.24,12.24,-999.0,0.0,21.6,2016-09-18,15
8.94,4.53,8.08,23.33,13.33,-999.0,0.0,22.21,2016-09-19,15
7.95,5.48,8.01,23.79,13.79,5.48,0.0,22.49,2016-09-20,15
7.94,5.4,7.95,22.22,12.22,5.42,0.0,21.3,2016-09-21,15
8.17,5.32,7.88,23.16,13.16,5.34,0.0,22.18,2016-09-22,15
9.05,5.13,7.81,23.04,13.04,5.23,0.0,22.54,2016-09-23,15
8.84,2.72,7.74,19.21,9.21,5.23,0.0,19.58,2016-09-24,15
7.42,5.29,7.68,17.83,7.83,5.32,0.47,16.85,2016-09-25,15
8.48,3.75,7.61,19.89,9.89,-999.0,0.0,18.53,2016-09-26,15
6.69,5.3,7.54,16.62,6.62,5.32,1.68,15.36,2016-09-27,15
7.97,4.21,7.47,16.08,6.08,-999.0,2.22,15.76,2016-09-28,15
9.11,2.32,7.4,16.48,6.48,-999.0,1.82,16.0,2016-09-29,15
8.99,1.95,7.33,16.48,6.48,-999.0,1.82,15.56,2016-09-30,15
8.52,3.3,7.26,17.4,7.4,-999.0,0.9,16.59,2016-10-01,15
8.78,2.22,7.19,16.32,6.32,-999.0,1.98,15.41,2016-10-02,15
7.96,3.31,7.12,16.7,6.7,-999.0,1.6,15.52,2016-10-03,15
7.47,4.58,7.05,16.45,6.45,-999.0,1.85,15.74,2016-10-04,15
7.25,4.52,6.97,16.71,6.71,4.85,1.59,15.52,2016-10-05,15
7.06,4.79,6.9,16.72,6.72,4.79,1.58,15.23,2016-10-06,15
8.4,4.04,6.83,16.51,6.51,4.56,1.79,16.17,2016-10-07,15
8.33,0.98,6.76,12.89,2.89,-999.0,5.41,14.63,2016-10-08,15
7.3,2.92,6.69,10.74,0.74,-999.0,7.56,10.11,2016-10-09,15
6.04,4.71,6.62,9.8,0.0,4.73,8.5,9.13,2016-10-10,15
7.12,3.6,6.54,11.52,1.52,-999.0,6.78,10.35,2016-10-11,15
7.05,4.43,6.47,15.06,5.06,4.47,3.24,13.74,2016-10-12,15
7.89,1.81,6.4,10.06,0.06,-999.0,8.24,11.55,2016-10-13,15
6.28,4.16,6.33,9.48,0.0,-999.0,8.82,8.65,2016-10-14,15
7.17,4.23,6.26,14.2,4.2,4.26,4.1,13.79,2016-10-15,15
8.34,3.56,6.2,19.0,9.0,-999.0,0.0,17.5,2016-10-16,15
8.57,3.83,6.14,19.54,9.54,-999.0,0.0,18.01,2016-10-17,15
8.56,3.94,6.08,20.49,10.49,-999.0,0.0,20.17,2016-10-18,15
8.82,3.5,6.02,20.71,10.71,-999.0,0.0,19.87,2016-10-19,15
9.0,3.21,5.96,20.96,10.96,-999.0,0.0,19.65,2016-10-20,15
8.43,0.67,5.9,11.7,1.7,-999.0,6.6,11.79,2016-10-21,15
7.16,2.09,5.84,6.11,0.0,-999.0,12.19,6.14,2016-10-22,15
7.39,3.64,5.78,9.99,0.0,3.92,8.31,10.14,2016-10-23,15
7.53,2.7,5.72,8.44,0.0,-999.0,9.86,9.85,2016-10-24,15
6.53,2.94,5.66,6.79,0.0,-999.0,11.51,5.87,2016-10-25,15
7.07,2.36,5.6,5.29,0.0,-999.0,13.01,5.37,2016-10-26,15
8.19,0.76,5.54,10.44,0.44,-999.0,7.86,10.25,2016-10-27,15
7.53,3.08,5.48,8.78,0.0,-999.0,9.52,7.67,2016-10-28,15
8.44,2.73,5.42,14.14,4.14,-999.0,4.16,14.31,2016-10-29,15
8.68,1.3,5.37,13.85,3.85,-999.0,4.45,14.6,2016-10-30,15
6.85,3.03,5.31,8.45,0.0,-999.0,9.85,7.45,2016-10-31,15
7.83,2.71,5.25,14.01,4.01,-999.0,4.29,13.41,2016-11-01,15
8.02,2.89,5.2,18.05,8.05,-999.0,0.25,16.66,2016-11-02,15
8.57,1.35,5.14,13.9,3.9,-999.0,4.4,14.53,2016-11-03,15
6.23,3.35,5.09,8.09,0.0,3.43,10.21,8.24,2016-11-04,15
6.17,3.35,5.03,8.39,0.0,3.35,9.91,7.13,2016-11-05,15
6.47,3.18,4.98,9.54,0.0,-999.0,8.76,8.19,2016-11-06,15
6.13,3.28,4.93,10.38,0.38,3.28,7.92,8.76,2016-11-07,15
7.27,2.25,4.87,9.73,0.0,-999.0,8.57,8.95,2016-11-08,15
7.57,0.97,4.82,6.76,0.0,-999.0,11.54,7.56,2016-11-09,15
6.51,-999.0,-999.0,7.47,0.0,-999.0,10.83,6.59,2016-11-10,15
6.36,2.09,4.72,5.75,0.0,-999.0,12.55,6.49,2016-11-11,15
5.23,3.14,4.67,2.31,0.0,3.14,15.99,1.03,2016-11-12,15
5.25,3.16,4.62,4.16,0.0,3.16,14.14,2.14,2016-11-13,15
5.89,2.71,4.57,4.71,0.0,3.1,13.59,4.23,2016-11-14,15
6.55,2.76,4.53,7.22,0.0,2.94,11.08,5.24,2016-11-15,15
6.97,1.53,4.48,7.87,0.0,-999.0,10.43,6.78,2016-11-16,15
6.65,2.57,4.44,9.21,0.0,2.84,9.09,7.61,2016-11-17,15
6.69,2.82,4.39,12.61,2.61,2.82,5.69,10.87,2016-11-18,15
7.1,0.5,4.35,5.14,0.0,-999.0,13.16,5.35,2016-11-19,15
7.03,0.75,4.31,0.0,0.0,-999.0,19.38,-1.2,2016-11-20,15
6.7,1.3,4.26,0.0,0.0,-999.0,19.92,-2.08,2016-11-21,15
6.18,2.14,4.22,0.0,0.0,-999.0,19.1,-1.93,2016-11-22,15
6.86,1.55,4.19,1.29,0.0,-999.0,17.01,0.61,2016-11-23,15
7.77,0.52,4.15,5.6,0.0,-999.0,12.7,5.68,2016-11-24,15
7.58,0.81,4.11,3.53,0.0,-999.0,14.77,4.41,2016-11-25,15
7.25,0.54,4.08,2.4,0.0,-999.0,15.9,1.45,2016-11-26,15
6.34,2.04,4.04,2.71,0.0,-999.0,15.59,1.69,2016-11-27,15
7.16,1.02,4.01,4.24,0.0,-999.0,14.06,4.29,2016-11-28,15
7.94,1.26,3.98,11.57,1.57,-999.0,6.73,10.39,2016-11-29,15
8.18,0.26,3.95,10.54,0.54,-999.0,7.76,10.1,2016-11-30,15
7.32,0.85,3.92,3.75,0.0,-999.0,14.55,2.87,2016-12-01,15
7.22,0.84,3.89,1.02,0.0,-999.0,17.28,0.91,2016-12-02,15
7.27,0.85,3.86,0.96,0.0,-999.0,17.34,0.28,2016-12-03,15
6.73,1.53,3.84,1.03,0.0,-999.0,17.27,0.75,2016-12-04,15
6.8,1.53,3.81,1.76,0.0,-999.0,16.54,2.26,2016-12-05,15
6.54,0.36,3.79,0.9,0.0,-999.0,17.4,0.83,2016-12-06,15
6.09,2.49,3.77,0.0,0.0,2.54,18.64,0.11,2016-12-07,15
6.44,1.19,3.75,0.0,0.0,-999.0,21.77,-3.33,2016-12-08,15
6.51,0.96,3.73,0.0,0.0,-999.0,22.89,-4.77,2016-12-09,15
6.12,1.17,3.71,0.0,0.0,-999.0,24.34,-5.52,2016-12-10,15
6.81,0.72,3.7,0.0,0.0,-999.0,22.34,-3.39,2016-12-11,15
6.9,0.73,3.69,0.0,0.0,-999.0,19.72,-0.2,2016-12-12,15
6.26,0.66,3.67,0.0,0.0,-999.0,20.97,-2.76,2016-12-13,15
5.69,1.81,3.66,0.0,0.0,-999.0,24.06,-5.98,2016-12-14,15
4.8,1.29,3.65,0.0,0.0,-999.0,30.53,-12.13,2016-12-15,15
5.93,0.98,3.64,0.0,0.0,-999.0,29.61,-10.43,2016-12-16,15
7.76,0.39,3.64,0.74,0.0,-999.0,17.56,1.18,2016-12-17,15
6.99,0.51,3.63,0.63,0.0,-999.0,17.67,-0.79,2016-12-18,15
5.14,1.9,3.63,0.0,0.0,-999.0,24.03,-6.16,2016-12-19,15
4.88,2.47,3.63,0.0,0.0,2.47,23.22,-5.5,2016-12-20,15
6.35,1.33,3.63,0.0,0.0,-999.0,20.69,-2.92,2016-12-21,15
7.17,0.38,3.63,0.0,0.0,-999.0,19.15,-0.65,2016-12-22,15
7.04,1.17,3.63,0.0,0.0,-999.0,19.36,-0.96,2016-12-23,15
7.35,0.52,3.64,1.87,0.0,-999.0,16.43,1.76,2016-12-24,15
7.27,1.01,3.64,2.15,0.0,-999.0,16.15,0.92,2016-12-25,15
7.88,1.34,3.65,7.52,0.0,-999.0,10.78,7.77,2016-12-26,15
6.55,2.42,3.66,5.41,0.0,2.42,12.89,4.86,2016-12-27,15
6.42,1.64,3.67,0.07,0.0,2.47,18.23,-1.1,2016-12-28,15
7.05,0.64,3.68,1.08,0.0,-999.0,17.22,0.62,2016-12-29,15
6.48,1.04,3.7,0.0,0.0,-999.0,21.48,-2.41,2016-12-30,15
6.72,0.63,3.71,0.0,0.0,-999.0,18.7,-0.25,2016-12-31,15
6.37,2.44,3.73,1.91,0.0,2.53,16.39,1.18,2017-01-01,15
7.41,0.78,3.75,3.88,0.0,-999.0,14.42,3.66,2017-01-02,15
7.65,0.54,3.76,4.75,0.0,-999.0,13.55,4.35,2017-01-03,15
6.31,2.12,3.79,0.0,0.0,-999.0,18.8,-0.66,2017-01-04,15
6.26,1.28,3.81,0.0,0.0,-999.0,24.24,-5.89,2017-01-05,15
5.08,1.93,3.83,0.0,0.0,-999.0,27.61,-9.39,2017-01-06,15
5.17,1.57,3.86,0.0,0.0,-999.0,28.59,-10.6,2017-01-07,15
4.78,1.76,3.88,0.0,0.0,-999.0,29.94,-11.82,2017-01-08,15
5.53,1.55,3.91,0.0,0.0,-999.0,25.97,-7.92,2017-01-09,15
6.89,0.56,3.94,0.0,0.0,-999.0,19.36,-0.71,2017-01-10,15
7.2,1.83,3.97,5.82,0.0,-999.0,12.48,5.3,2017-01-11,15
8.2,0.69,4.01,9.21,0.0,-999.0,9.09,11.53,2017-01-12,15
6.41,2.43,4.04,0.0,0.0,-999.0,19.22,-1.2,2017-01-13,15
6.85,0.69,4.07,0.0,0.0,-999.0,18.9,-0.61,2017-01-14,15
5.7,2.43,4.11,0.0,0.0,-999.0,19.39,-1.39,2017-01-15,15
7.06,1.09,4.15,1.28,0.0,-999.0,17.02,0.76,2017-01-16,15
8.08,1.02,4.19,7.59,0.0,-999.0,10.71,7.36,2017-01-17,15
7.35,0.97,4.22,3.24,0.0,-999.0,15.06,3.31,2017-01-18,15
6.88,1.34,4.27,2.87,0.0,-999.0,15.43,1.96,2017-01-19,15
7.61,0.62,4.31,5.6,0.0,-999.0,12.7,5.24,2017-01-20,15
7.14,2.73,4.35,10.86,0.86,2.84,7.44,9.23,2017-01-21,15
7.67,1.73,4.39,9.68,0.0,-999.0,8.62,8.49,2017-01-22,15
7.22,0.56,4.44,3.2,0.0,-999.0,15.1,3.91,2017-01-23,15
7.14,0.88,4.49,0.96,0.0,-999.0,17.34,0.98,2017-01-24,15
7.32,2.46,4.53,5.21,0.0,-999.0,13.09,4.49,2017-01-25,15
7.22,0.69,4.58,3.27,0.0,-999.0,15.03,2.08,2017-01-26,15
6.81,1.1,4.63,0.0,0.0,-999.0,19.95,-1.97,2017-01-27,15
7.02,1.42,4.68,0.0,0.0,-999.0,20.4,-2.15,2017-01-28,15
6.62,1.31,4.73,0.0,0.0,-999.0,20.02,-2.34,2017-01-29,15
6.09,1.66,4.78,0.0,0.0,-999.0,23.39,-4.47,2017-01-30,15
6.85,0.78,4.83,0.0,0.0,-999.0,19.94,-0.33,2017-01-31,15
6.76,1.11,4.89,0.4,0.0,-999.0,17.9,0.24,2017-02-01,15
5.85,2.08,4.94,0.0,0.0,-999.0,21.8,-2.69,2017-02-02,15
5.35,1.94,5.0,0.0,0.0,-999.0,24.91,-6.68,2017-02-03,15
4.85,3.49,5.05,0.0,0.0,3.6,24.64,-6.35,2017-02-04,15
7.11,1.66,5.11,0.0,0.0,-999.0,18.75,0.05,2017-02-05,15
6.08,3.5,5.17,3.35,0.0,3.51,14.95,1.9,2017-02-06,15
8.06,1.48,5.22,9.52,0.0,-999.0,8.78,10.36,2017-02-07,15
7.53,1.23,5.28,4.68,0.0,-999.0,13.62,4.8,2017-02-08,15
6.33,1.52,5.34,0.0,0.0,-999.0,23.57,-5.56,2017-02-09,15
6.09,2.35,5.4,0.0,0.0,3.73,24.12,-5.42,2017-02-10,15
7.56,2.3,5.46,5.07,0.0,-999.0,13.23,4.48,2017-02-11,15
7.55,1.05,5.52,6.52,0.0,-999.0,11.78,6.12,2017-02-12,15
6.1,2.46,5.58,0.0,0.0,-999.0,19.19,-1.49,2017-02-13,15
5.81,4.0,5.64,1.16,0.0,4.01,17.14,1.12,2017-02-14,15
6.94,1.69,5.7,0.0,0.0,-999.0,19.51,-0.18,2017-02-15,15
6.31,1.45,5.76,0.0,0.0,-999.0,22.07,-3.98,2017-02-16,15
5.9,4.06,5.82,1.63,0.0,4.07,16.67,0.97,2017-02-17,15
6.58,4.15,5.89,8.68,0.0,-999.0,9.62,7.4,2017-02-18,15
6.58,4.13,5.95,9.11,0.0,4.2,9.19,8.19,2017-02-19,15
6.7,4.2,6.01,8.48,0.0,4.2,9.82,6.76,2017-02-20,15
8.22,2.45,6.07,8.52,0.0,-999.0,9.78,7.96,2017-02-21,15
8.05,2.88,6.13,12.31,2.31,-999.0,5.99,11.12,2017-02-22,15
8.33,2.27,6.2,13.76,3.76,-999.0,4.54,13.05,2017-02-23,15
7.97,4.27,6.26,16.29,6.29,4.3,2.01,15.44,2017-02-24,15
7.52,1.86,6.32,5.17,0.0,-999.0,13.13,6.92,2017-02-25,15
6.17,3.08,6.39,0.0,0.0,-999.0,19.23,-1.99,2017-02-26,15
6.81,2.15,6.47,1.95,0.0,-999.0,16.35,2.05,2017-02-27,15
7.7,2.08,6.54,6.24,0.0,-999.0,12.06,7.15,2017-02-28,15
8.11,0.75,6.62,10.66,0.66,-999.0,7.64,12.85,2017-03-01,15
6.53,2.45,6.69,0.0,0.0,-999.0,18.32,-0.16,2017-03-02,15
5.86,2.37,6.76,0.0,0.0,-999.0,22.34,-4.14,2017-03-03,15
4.84,4.62,6.84,0.0,0.0,-999.0,21.75,-4.09,2017-03-04,15
5.35,4.93,6.91,0.0,0.0,4.95,20.61,-2.69,2017-03-05,15
7.62,1.63,6.99,4.39,0.0,-999.0,13.91,4.77,2017-03-06,15
8.19,1.01,7.06,10.76,0.76,-999.0,7.54,11.06,2017-03-07,15
6.22,4.95,7.14,6.5,0.0,-999.0,11.8,6.53,2017-03-08,15
6.41,4.86,7.21,6.69,0.0,5.07,11.61,6.07,2017-03-09,15
5.92,2.51,7.28,0.0,0.0,-999.0,22.7,-2.45,2017-03-10,15
5.41,3.26,7.36,0.0,0.0,-999.0,26.65,-8.08,2017-03-11,15
5.41,1.94,7.43,0.0,0.0,-999.0,24.65,-6.5,2017-03-12,15
6.06,3.84,7.5,0.0,0.0,-999.0,22.03,-3.36,2017-03-13,15
6.11,1.25,7.58,0.0,0.0,-999.0,24.16,-4.7,2017-03-14,15
5.47,2.08,7.65,0.0,0.0,-999.0,25.91,-7.45,2017-03-15,15
5.61,3.4,7.72,0.0,0.0,-999.0,22.22,-4.42,2017-03-16,15
6.07,3.35,7.79,0.0,0.0,-999.0,21.48,-2.58,2017-03-17,15
7.23,1.34,7.86,2.02,0.0,-999.0,16.28,1.33,2017-03-18,15
6.94,1.32,7.93,1.97,0.0,-999.0,16.33,1.0,2017-03-19,15
7.31,3.23,8.0,3.06,0.0,-999.0,15.24,2.43,2017-03-20,15
6.9,4.76,8.07,7.05,0.0,-999.0,11.25,6.13,2017-03-21,15
4.69,6.01,8.14,0.0,0.0,6.08,20.3,-2.27,2017-03-22,15
5.26,5.99,8.2,1.1,0.0,5.99,17.2,0.22,2017-03-23,15
8.03,3.95,8.27,9.31,0.0,-999.0,8.99,10.31,2017-03-24,15
8.36,3.28,8.34,15.43,5.43,-999.0,2.87,14.52,2017-03-25,15
7.88,3.15,8.4,12.66,2.66,-999.0,5.64,11.45,2017-03-26,15
8.33,4.71,8.47,14.52,4.52,-999.0,3.78,14.18,2017-03-27,15
8.46,1.54,8.53,12.6,2.6,-999.0,5.7,12.6,2017-03-28,15
6.73,6.21,8.6,10.06,0.06,6.25,8.24,8.93,2017-03-29,15
7.67,1.6,8.66,7.3,0.0,-999.0,11.0,7.66,2017-03-30,15
8.02,1.18,8.72,9.67,0.0,-999.0,8.63,10.04,2017-03-31,15
7.73,1.21,8.79,4.26,0.0,-999.0,14.04,4.64,2017-04-01,15
6.64,5.78,8.85,7.71,0.0,6.3,10.59,6.66,2017-04-02,15
7.92,3.92,8.91,12.03,2.03,-999.0,6.27,12.46,2017-04-03,15
8.04,2.87,8.97,13.06,3.06,-999.0,5.24,13.83,2017-04-04,15
7.47,6.15,9.03,11.58,1.58,-999.0,6.72,11.59,2017-04-05,15
7.99,2.26,9.09,7.91,0.0,-999.0,10.39,9.19,2017-04-06,15
6.56,1.49,9.14,0.0,0.0,-999.0,18.31,0.79,2017-04-07,15
5.59,6.74,9.2,3.97,0.0,6.74,14.33,4.18,2017-04-08,15
6.57,6.54,9.26,9.96,0.0,6.63,8.34,10.59,2017-04-09,15
8.11,5.83,9.31,15.74,5.74,-999.0,2.56,15.28,2017-04-10,15
8.47,2.2,9.37,15.72,5.72,-999.0,2.58,15.92,2017-04-11,15
6.87,6.81,9.43,11.1,1.1,6.87,7.2,11.47,2017-04-12,15
7.09,2.98,9.49,9.11,0.0,-999.0,9.19,8.68,2017-04-13,15
7.6,5.65,9.55,13.65,3.65,-999.0,4.65,13.73,2017-04-14,15
8.14,4.93,9.62,17.01,7.01,-999.0,1.29,16.98,2017-04-15,15
8.96,4.03,9.68,19.4,9.4,-999.0,0.0,18.59,2017-04-16,15
7.37,6.61,9.74,12.97,2.97,6.98,5.33,13.95,2017-04-17,15
6.73,7.01,9.8,12.8,2.8,7.1,5.5,13.0,2017-04-18,15
8.84,3.16,9.85,15.09,5.09,-999.0,3.21,15.04,2017-04-19,15
9.02,4.02,9.91,18.54,8.54,-999.0,0.0,18.1,2017-04-20,15
8.3,5.24,9.97,14.14,4.14,-999.0,4.16,15.8,2017-04-21,15
7.33,2.46,10.02,7.47,0.0,-999.0,10.83,7.7,2017-04-22,15
6.31,7.02,10.08,9.46,0.0,7.49,8.84,9.48,2017-04-23,15
7.76,2.49,10.13,9.35,0.0,-999.0,8.95,9.71,2017-04-24,15
8.09,3.13,10.18,13.71,3.71,-999.0,4.59,12.56,2017-04-25,15
7.95,6.63,10.23,16.65,6.65,7.16,1.65,16.24,2017-04-26,15
8.01,6.21,10.29,19.68,9.68,7.23,0.0,18.82,2017-04-27,15
7.67,5.64,10.34,15.12,5.12,-999.0,3.18,15.1,2017-04-28,15
9.05,0.98,10.38,18.24,8.24,-999.0,0.06,17.67,2017-04-29,15
8.95,5.64,10.43,21.08,11.08,-999.0,0.0,21.28,2017-04-30,15
9.13,3.2,10.48,18.86,8.86,-999.0,0.0,19.77,2017-05-01,15
8.15,3.67,10.52,11.96,1.96,-999.0,6.34,11.54,2017-05-02,15
7.46,5.2,10.57,9.94,0.0,-999.0,8.36,9.24,2017-05-03,15
8.33,2.33,10.61,11.71,1.71,-999.0,6.59,11.71,2017-05-04,15
8.65,5.14,10.65,15.56,5.56,-999.0,2.74,14.45,2017-05-05,15
7.8,2.12,10.7,7.53,0.0,-999.0,10.77,7.23,2017-05-06,15
7.14,6.27,10.74,7.37,0.0,-999.0,10.93,7.26,2017-05-07,15
6.28,6.18,10.78,6.02,0.0,-999.0,12.28,6.17,2017-05-08,15
6.26,7.78,10.81,8.79,0.0,7.84,9.51,9.51,2017-05-09,15
7.72,6.23,10.85,12.89,2.89,-999.0,5.41,13.24,2017-05-10,15
8.52,1.45,10.89,12.98,2.98,-999.0,5.32,12.08,2017-05-11,15
8.22,2.19,10.92,10.38,0.38,-999.0,7.92,10.11,2017-05-12,15
8.27,2.45,10.96,12.43,2.43,-999.0,5.87,12.14,2017-05-13,15
8.13,4.06,10.99,13.19,3.19,-999.0,5.11,13.38,2017-05-14,15
6.41,7.93,11.02,11.47,1.47,7.93,6.83,11.53,2017-05-15,15
7.63,7.48,11.06,16.16,6.16,7.69,2.14,17.08,2017-05-16,15
8.46,6.77,11.09,21.71,11.71,-999.0,0.0,21.62,2017-05-17,15
8.69,5.83,11.12,22.56,12.56,-999.0,0.0,21.87,2017-05-18,15
9.09,6.04,11.14,20.72,10.72,-999.0,0.0,21.06,2017-05-19,15
8.87,4.93,11.17,19.59,9.59,-999.0,0.0,18.86,2017-05-20,15
9.15,2.8,11.2,18.82,8.82,-999.0,0.0,18.38,2017-05-21,15
8.12,5.95,11.22,15.58,5.58,-999.0,2.72,16.36,2017-05-22,15
8.22,6.21,11.25,14.28,4.28,-999.0,4.02,14.54,2017-05-23,15
8.86,2.75,11.27,14.66,4.66,-999.0,3.64,14.86,2017-05-24,15
8.65,3.9,11.3,15.75,5.75,-999.0,2.55,15.12,2017-05-25,15
8.62,2.67,11.32,15.27,5.27,-999.0,3.03,14.89,2017-05-26,15
8.72,4.08,11.34,16.94,6.94,-999.0,1.36,16.85,2017-05-27,15
9.07,3.22,11.36,18.54,8.54,-999.0,0.0,19.02,2017-05-28,15
8.44,7.1,11.38,20.09,10.09,-999.0,0.0,19.41,2017-05-29,15
8.61,6.83,11.4,19.73,9.73,-999.0,0.0,18.84,2017-05-30,15
8.03,6.75,11.41,17.24,7.24,-999.0,1.06,17.47,2017-05-31,15
7.57,6.95,11.43,16.48,6.48,-999.0,1.82,16.37,2017-06-01,15
7.84,6.91,11.45,15.97,5.97,8.1,2.33,16.54,2017-06-02,15
7.94,8.0,11.46,18.01,8.01,8.1,0.29,18.65,2017-06-03,15
8.98,3.53,11.47,19.4,9.4,-999.0,0.0,19.17,2017-06-04,15
8.89,4.3,11.49,17.3,7.3,-999.0,1.0,18.23,2017-06-05,15
8.51,3.64,11.5,15.09,5.09,-999.0,3.21,14.82,2017-06-06,15
8.38,2.67,11.51,13.73,3.73,-999.0,4.57,13.45,2017-06-07,15
8.31,4.63,11.52,14.27,4.27,-999.0,4.03,15.03,2017-06-08,15
8.09,7.81,11.53,16.21,6.21,8.08,2.09,17.04,2017-06-09,15
8.77,7.05,11.54,20.56,10.56,-999.0,0.0,20.08,2017-06-10,15
8.18,7.99,11.54,21.81,11.81,8.13,0.0,21.91,2017-06-11,15
8.73,7.15,11.55,22.48,12.48,-999.0,0.0,22.81,2017-06-12,15
9.34,6.67,11.56,24.38,14.38,-999.0,0.0,24.06,2017-06-13,15
9.7,6.21,11.56,23.91,13.91,-999.0,0.0,23.84,2017-06-14,15
9.7,5.89,11.56,23.22,13.22,-999.0,0.0,22.73,2017-06-15,15
9.33,5.36,11.57,22.25,12.25,-999.0,0.0,22.23,2017-06-16,15
9.2,7.1,11.57,22.67,12.67,-999.0,0.0,23.06,2017-06-17,15
9.56,7.58,11.57,24.57,14.57,-999.0,0.0,24.33,2017-06-18,15
9.41,5.76,11.57,20.71,10.71,-999.0,0.0,20.83,2017-06-19,15
8.15,7.03,11.57,19.27,9.27,-999.0,0.0,18.96,2017-06-20,15
8.63,5.56,11.57,19.39,9.39,-999.0,0.0,19.89,2017-06-21,15
9.36,5.04,11.57,22.68,12.68,-999.0,0.0,22.62,2017-06-22,15
9.96,2.34,11.56,22.76,12.76,-999.0,0.0,22.25,2017-06-23,15
8.73,6.77,11.56,20.57,10.57,-999.0,0.0,20.48,2017-06-24,15
7.9,6.88,11.55,17.78,7.78,-999.0,0.52,18.11,2017-06-25,15
8.1,5.86,11.55,16.02,6.02,-999.0,2.28,16.35,2017-06-26,15
8.1,4.76,11.54,15.45,5.45,-999.0,2.85,15.34,2017-06-27,15
7.8,7.77,11.54,15.9,5.9,-999.0,2.4,16.54,2017-06-28,15
9.1,6.6,11.53,20.21,10.21,-999.0,0.0,20.91,2017-06-29,15
9.67,5.86,11.52,23.64,13.64,-999.0,0.0,23.44,2017-06-30,15
9.6,5.42,11.51,23.1,13.1,-999.0,0.0,22.85,2017-07-01,15
8.62,7.1,11.5,22.21,12.21,-999.0,0.0,22.16,2017-07-02,15
9.06,7.21,11.49,22.15,12.15,-999.0,0.0,22.51,2017-07-03,15
9.1,6.75,11.47,23.18,13.18,7.89,0.0,22.93,2017-07-04,15
9.44,5.88,11.46,23.19,13.19,-999.0,0.0,23.08,2017-07-05,15
9.83,3.54,11.45,22.6,12.6,-999.0,0.0,22.18,2017-07-06,15
9.22,7.04,11.43,22.64,12.64,-999.0,0.0,22.29,2017-07-07,15
8.81,4.97,11.42,20.2,10.2,-999.0,0.0,20.91,2017-07-08,15
7.75,7.67,11.4,19.56,9.56,8.09,0.0,19.54,2017-07-09,15
8.85,4.97,11.38,19.62,9.62,-999.0,0.0,19.87,2017-07-10,15
9.83,4.56,11.36,23.52,13.52,-999.0,0.0,23.1,2017-07-11,15
9.62,5.77,11.34,24.84,14.84,-999.0,0.0,23.86,2017-07-12,15
9.92,2.01,11.32,22.63,12.63,-999.0,0.0,22.89,2017-07-13,15
9.78,5.31,11.3,22.83,12.83,-999.0,0.0,22.6,2017-07-14,15
8.89,4.83,11.28,21.88,11.88,-999.0,0.0,21.65,2017-07-15,15
8.71,5.95,11.26,21.84,11.84,-999.0,0.0,21.64,2017-07-16,15
9.02,6.85,11.23,22.4,12.4,-999.0,0.0,22.98,2017-07-17,15
8.85,6.96,11.21,24.03,14.03,-999.0,0.0,24.74,2017-07-18,15
9.25,6.79,11.18,25.07,15.07,-999.0,0.0,25.48,2017-07-19,15
9.31,6.95,11.15,25.48,15.48,-999.0,0.0,25.13,2017-07-20,15
9.63,5.38,11.13,26.02,16.02,-999.0,0.0,25.55,2017-07-21,15
9.8,1.83,11.1,23.82,13.82,-999.0,0.0,23.88,2017-07-22,15
9.89,3.44,11.07,25.23,15.23,-999.0,0.0,24.22,2017-07-23,15
9.46,4.86,11.04,21.12,11.12,-999.0,0.0,22.21,2017-07-24,15
8.93,3.22,11.01,19.44,9.44,-999.0,0.0,19.26,2017-07-25,15
8.27,7.26,10.98,20.26,10.26,-999.0,0.0,20.74,2017-07-26,15
8.99,6.2,10.94,22.52,12.52,-999.0,0.0,22.31,2017-07-27,15
9.55,2.41,10.91,22.02,12.02,-999.0,0.0,21.34,2017-07-28,15
8.24,6.3,10.88,18.59,8.59,-999.0,0.0,17.95,2017-07-29,15
8.37,7.21,10.84,19.34,9.34,7.42,0.0,19.79,2017-07-30,15
8.38,7.3,10.8,21.52,11.52,7.45,0.0,22.36,2017-07-31,15
8.78,6.96,10.77,22.78,12.78,-999.0,0.0,22.61,2017-08-01,15
8.97,6.69,10.73,22.6,12.6,-999.0,0.0,22.85,2017-08-02,15
8.97,6.99,10.69,22.37,12.37,7.22,0.0,22.51,2017-08-03,15
9.22,4.11,10.65,22.71,12.71,-999.0,0.0,22.26,2017-08-04,15
8.41,5.19,10.61,18.09,8.09,-999.0,0.21,17.53,2017-08-05,15
8.52,3.84,10.57,18.44,8.44,-999.0,0.0,18.57,2017-08-06,15
9.41,2.63,10.52,19.56,9.56,-999.0,0.0,18.88,2017-08-07,15
7.62,7.28,10.48,19.65,9.65,7.39,0.0,19.4,2017-08-08,15
